Ratio1,Ratio2,Ratio3,Ratio4,Ratio5,Ratio6,Ratio7,budo_indx
0.08,-0.147946861,0.88,0.15,1.23,-0.02,19.94013227,0
0.11,-0.138601346,0.64,0,0.13,0.06,18.86653872,0
0.01,-0.135083452,0.74,0.25,0.87,0.19,16.09654663,0
0.33,-0.145814805,0.61,0.02,0.27,0.27,16.89607513,0
0.36,-0.143611679,0.82,0.03,0.31,0.15,16.27013436,0
0.14,-0.063730619,0.28,0.29,0.45,0.22,16.13802043,0
0.04,-0.143629446,0.79,0.1,0.44,0.17,16.57608951,0
0.22,-0.144588872,0.65,0.03,0.19,0.21,16.05541173,0
0.3,-0.145761503,0.71,0.12,0.17,0.23,17.38215062,0
0.08,-0.119181862,0.58,0.04,0.26,0.33,18.23129723,0
0.09,-0.123179468,0.42,0.23,0.99,0.22,21.34477819,0
0.26,-0.138068332,0.77,0.18,0.81,0.18,17.58286008,0
0.06,-0.122273344,0.21,0.34,0.3,0.32,17.29908933,0
0.08,-0.141728362,0.79,0.16,0.57,0.04,16.15860092,0
0.75,-0.146045777,0.9,0.08,0.25,0.05,16.69614888,0
0.12,-0.135634233,0.67,0.08,0.46,0.3,16.21736607,0
0.21,0.258103352,0.32,0.36,0.3,0.2,17.26808415,0
0.23,-0.137446482,0.65,0.16,0.33,0.21,16.66582999,0
0.05,0.971667221,0.67,0.14,0.32,0.27,16.13714142,0
0.17,-0.144766543,0.58,0.38,0.33,0.22,17.69204725,0
0.13,-0.134195095,0.3,0.38,0.23,0.22,18.98702507,0
0.31,-0.139454169,0.81,0.02,0.58,0.15,16.03933942,0
0.1,-0.114882214,0.65,0.24,0.43,0.14,18.44379246,0
0.27,-0.145725969,0.9,0.02,0.36,-0.37,16.02745384,0
0.09,-0.139667374,0.68,0.19,0.29,0.26,15.92299823,0
0.18,-0.149794644,0.98,0.06,0.04,-0.05,16.22486645,0
0.04,-0.130961476,0.93,0.02,0.69,0,16.8780623,0
0.01,-0.048450878,0.35,0.47,0.28,0.57,16.10863696,0
0.05,-0.104488437,0.32,0.27,0.7,0.61,16.09796008,0
0.09,0.240176308,0.29,0.05,0.85,0.52,16.30414459,0
0.16,-0.144002556,0.66,0.08,0.39,0.14,16.14748424,0
0.22,-0.138583579,0.44,0.18,0.39,0.21,19.94731798,0
0.04,-0.128491843,0.54,0.05,0.44,0.3,16.044799,0
0.29,-0.135918508,0.33,0.05,0.37,0.16,17.76559653,0
0,-0.13900999,0.87,0.18,0.73,0.06,16.09192148,0
0.09,-0.133768684,0.39,0.08,0.6,0.23,16.31809609,0
0.37,-0.14465994,0.07,0.21,0.45,0.42,16.91708472,0
0.35,-0.147094039,0.91,0.11,0.19,0.02,16.30514609,0
0.06,-0.146863066,0.7,0.83,0.17,0.26,17.6439273,0
0.12,0.108770542,0.15,0.49,0.34,0.8,17.69608737,0
0.03,-0.14640112,1.11,0.06,0.35,-0.13,16.83824906,0
0.06,-0.057245613,0.91,0.03,1.92,0.08,17.71085877,0
0.05,-0.086419256,0.29,0.41,0.31,0.17,16.41150141,0
0.18,-0.13211634,0.32,0.09,0.72,0.6,15.93581413,0
0.07,-0.117689422,0.72,0.38,0.33,0.22,16.70415588,0
0.22,-0.164594671,0.52,0.29,-0.03,0.11,16.60694538,1
0.04,-0.147733656,0.76,0.06,0.25,0.01,16.40933192,1
0.07,-0.141675061,0.63,0.22,0.13,0.3,17.21388269,1
0.33,-0.148426574,0.84,0.13,0.14,0.1,16.30826103,1
0.33,-0.150825138,0.91,0,0.06,-0.13,16.29386101,1
0.09,-0.154254196,1.28,0.15,0.31,-0.37,17.3318487,1
0.11,-0.147058504,0.95,0.02,0.23,-0.03,16.4775474,1
0.18,-0.144695475,0.64,0.2,0.54,0.2,16.00606583,1
0.18,-0.15025659,0.92,0.04,0.16,-0.15,16.1248926,1
0.09,0.078744075,0.14,0.47,0.23,0.08,17.28991159,1
0.03,-0.14540616,0.76,0.04,0.26,0.17,16.54209494,1
0.12,-0.146934134,0.77,0.05,0.14,0.09,17.31554559,1
0.17,-0.147502683,0.71,0.03,0.34,0.03,16.70711001,1
0.34,-0.151695728,0.84,0.03,0.06,-0.01,17.1684218,1
0.11,-0.148941821,0.88,0.09,0.45,0.03,16.89041721,1
0.15,-0.149368233,0.75,0.07,0.13,-0.03,16.41892724,1
0.03,-0.147325011,0.89,0.01,0.28,-0.06,15.96367677,1
0.49,-0.152477482,0.96,0.04,0.83,-0.24,17.80508008,1
0.43,-0.145477229,0.86,0.06,0.24,-0.02,16.40086266,1
0.14,-0.148710848,0.75,0.02,0.34,0.13,15.9536735,1
0.43,-0.15516032,0.64,0.18,-0.17,-0.1,18.20117266,1
1.09,-0.1481423,0.8,0.02,0.15,0.06,15.89823109,1
0.29,-0.144162461,1.02,0.02,0.5,-0.33,15.99273456,1
0.12,-0.148000163,0.95,0.03,0.18,0.02,16.53060019,1
0.5,-0.148781917,0.78,0.05,0.34,0.11,15.93441317,1
0.12,-0.148746383,0.79,0.1,0.13,-0.01,17.19821214,1
0.05,-0.151713495,0.95,0.1,0.07,-0.09,17.44190464,1
0.12,-0.161911833,0.33,0.75,0.05,-0.6,17.17609353,1
0.32,-0.156919267,0.99,0.19,0.05,-0.3,18.1361803,1
0.01,-0.150416494,0.81,0.01,0.26,-0.46,17.18229781,1
0.25,-0.15478721,0.84,0.02,0.06,-0.09,16.71183197,1
0.05,-0.147627053,0.81,0.53,0.26,0.12,16.72275189,1
0.01,-0.145868106,0.71,0.07,0.26,0.14,16.18892683,1
0.14,-0.15379225,1.13,0.16,0.52,-0.34,16.98830165,1
0.52,-0.147467149,0.7,0.01,0.26,0.14,17.16632479,1
0.19,-0.151553591,0.93,0.05,-0.09,-0.2,15.92692243,1
0.26,-0.143878186,0.8,0.06,0.43,0.09,16.38887792,1
0.14,-0.148462108,0.9,0.23,0.53,0.07,16.35555599,1
0.27,-0.146045777,0.85,0.08,0.24,-0.04,16.71653806,1
0.17,-0.14839104,0.88,0.05,0.17,0.02,16.17640965,1
0.36,-0.156226348,0.95,0.03,1.03,-0.2,16.66283244,1
0.2,-0.151429221,0.82,0,0.06,0.07,16.36009369,1
0.59,-0.154343032,1.12,0.09,-0.21,-1,15.92979835,1
0.13,-0.146845299,1.24,0.07,0.57,-0.28,16.84458108,1
0.52,-0.1468986,0.73,0.07,0.37,0.1,16.75100534,1
0.27,-0.143078665,0.85,0.05,0.27,0.03,17.33678097,1
0.58,-0.152672921,0.68,0.56,0.09,-0.13,18.00978099,1
0.17,-0.146543257,0.78,0.01,0.57,0.12,16.47323969,1
0.89,-0.151677961,0.92,0.09,0.04,-0.58,16.81844265,1
0.13,-0.155231389,0.9,0.1,0.2,-0.12,16.39439961,1
0.11,-0.149901247,1.18,0.01,0.12,-0.22,16.11568475,1
0.1,-0.148177834,0.65,0.23,0.15,0.15,16.39605279,1
0.36,-0.148550944,0.79,0,0.19,-0.06,16.01395983,1
0.33,-0.145175188,0.69,0.04,0.16,0.14,18.59622921,1
0.04,-0.151642426,0.63,0.09,-0.46,-0.3,16.26674192,1
0.11,-0.145956942,0.85,0,0.5,0.03,16.50268606,1
0.09,-0.159086858,1.45,0.1,-0.2,-0.59,15.91204776,1
0.08,-0.14465994,1.3,0.01,0.22,-0.34,16.0663908,1
0.22,-0.1468986,0.9,0.01,0.27,0.07,18.37746043,1
0.44,-0.1581452,0.84,0.1,-0.06,0.01,17.06385881,1
0.13,-0.151216015,0.99,0.06,0.01,-0.18,16.75822431,1
0.07,-0.14776919,0.83,0.04,0.37,0.14,17.41232097,1
0.31,-0.144731009,0.66,0.05,0.21,0.03,16.37100994,1
0.03,-0.147058504,0.71,0.01,0.32,0.19,16.31617588,1
0.27,-0.154094292,0.88,0.06,0.01,-0.19,17.22848225,1
0.12,-0.144055858,0.71,0.02,0.32,0.09,15.94007113,1
0.16,-0.149314931,0.97,0.03,0.2,-0.26,16.17421934,1
0.16,-0.144464502,0.97,0.01,0.93,-0.1,15.90306659,1
0.11,-0.145566065,0.75,0.02,0.28,0.09,16.93072788,1
0.38,-0.148604246,0.81,0,0.14,0.07,16.35954534,1
0.44,-0.143309638,0.75,0.01,0.41,0.11,16.74501643,1
0.09,-0.150967275,0.93,0.03,0.01,-0.09,16.32912832,1
0.05,-0.145725969,0.75,0.05,0.47,0.15,16.18408009,1
0.17,-0.149492603,0.84,0.2,0.19,-0.1,17.50312183,1
0.28,-0.146099079,0.83,0.17,0.35,0.04,16.33663631,1
0.19,-0.149847945,0.99,0.03,0.41,-0.2,15.99264648,1
0.08,-0.143789351,0.9,0.02,0.75,-0.03,15.9284009,1
0.19,-0.145690435,0.81,0.01,0.46,-0.05,16.72713188,1
0.52,-0.149297164,0.84,0.01,0.51,-0.09,16.31183346,1
0.36,-0.145690435,0.79,0.1,1.05,0.17,16.40396518,1
0.26,-0.145832572,0.69,0.01,0.29,0.1,16.16738988,1
0.26,-0.145370626,0.72,0.08,0.16,0.07,16.06457862,1
0.01,-0.147307244,0.64,0,0.12,0.04,16.30047121,1
0.24,-0.151358152,0.97,0.06,0.05,0.05,19.81105983,1
0.03,-0.151500289,0.88,0.1,0.01,-0.2,18.55749209,1
0.27,-0.138974456,0.36,0.34,0.1,0.08,17.32946083,1
0.62,-0.158553844,0.71,0.03,0.37,-0.19,16.88489749,1
0.91,-0.167366345,0.71,0.12,-0.11,-0.68,16.19934793,1
0.06,-0.148071231,0.88,0.07,0.67,0.06,15.92402984,1
0.32,-0.15590654,0.72,0.5,0.01,-0.18,17.31186881,1
0.11,-0.14149739,1.05,0.04,0.89,-0.42,16.48322469,1
0.22,-0.150185521,1.46,0.06,0.02,-0.55,16.84222397,1
0.42,-0.14627675,0.27,0.7,0.02,0,19.0771267,1
0,-0.145441695,0.5,0,0.13,0.42,15.96011863,1
0.32,-0.146099079,0.81,0.07,0.28,0.1,16.46695288,1
0.17,-0.143167501,0.74,0.38,0.24,0.05,17.48912598,1
0.28,-0.13739318,0.66,0.19,0.43,0.15,17.66510071,1
0.22,-0.142865459,0.49,0.05,0.33,-0.02,16.04637223,1
0.44,-0.151127179,0.93,0.09,0.2,-0.03,16.17950886,1
0.18,-0.138494743,0.76,0.05,0.6,0.2,16.94342622,1
0.26,-0.068918623,0.91,0.33,1.11,0.07,16.99192767,1
0.14,-0.148426574,0.93,0.3,0.42,-1.6,17.63058259,1
0.1,-0.147236176,0.64,0.24,-0.05,-0.11,17.63887112,1
0.33,-0.156297417,1.01,0,0.25,-0.3,15.9413389,1
0.08,-0.144766543,0.81,0.01,0.28,-0.02,16.21729535,1
0.62,-0.144748776,0.76,0.01,0.31,0.04,17.27520663,1
0.39,-0.147911327,0.87,0.01,0.15,-0.12,16.12045586,1
0.25,-0.147591519,0.79,0.01,0.36,0.14,16.32999195,1
0.17,-0.145459462,0.81,0.05,0.31,0.1,16.22112631,1
0.82,-0.142101472,0.99,0,0.37,-0.06,17.07004688,1
0.2,-0.14490868,0.76,0.05,0.18,0.03,16.61646763,1
0.14,-0.145992476,0.74,0.13,0.35,0.23,16.6434159,1
0.06,-0.134568205,0.54,0.04,0.71,0.15,16.28368805,1
0.21,-0.145566065,0.84,0.03,0.42,0.03,17.18802053,1
0.08,-0.147502683,0.78,0.04,0.19,0.07,16.11197697,1
0.24,-0.15416536,0.72,0.36,-0.08,-0.14,15.99456042,1
0.24,-0.143984789,0.96,0.04,0.46,-0.09,16.85194759,1
0.02,-0.144162461,0.76,0.05,0.48,0.07,15.96135073,1
0.02,-0.150469795,0.79,0.01,0.56,-0.11,16.31084135,1
0.13,-0.153205935,0.69,0.01,0.07,-0.33,16.71443833,1
0.11,-0.147129573,0.7,0.09,0.15,0.11,16.01829366,1
0.11,-0.148426574,0.84,0.09,0.11,0.05,18.25380773,1
0.13,-0.138690182,0.77,0.01,0.64,0.17,17.02700327,1
0.05,-0.144269063,0.77,0.39,0.22,0.08,17.69237301,1
0.29,-0.149030657,0.87,0.03,0.13,0.08,16.41995929,1
0.46,-0.143398474,0.96,0.03,0.4,0.03,16.04218487,1
0.46,-0.147627053,0.81,0.12,0.15,-0.07,16.46466651,1
0.14,-0.152282043,0.59,0.22,0.08,-0.07,17.61215106,1
0.14,-0.151784564,1.02,0.1,0.11,-0.19,17.76253373,1
0.14,-0.1418705,0.79,0.31,0.41,0.01,16.08747571,1
0.36,-0.143114199,0.76,0.01,0.51,0.09,16.23056325,1
0.31,-0.157470048,0.85,0.1,-0.08,-0.39,16.60832155,1
0.16,-0.142723322,0.68,0,0.35,0.11,16.90212723,1
0.01,0.037826352,0.47,0.54,0.74,0.5,17.13158013,1
0.21,-0.1468986,0.98,0.14,0.26,-0.05,16.63895481,1
0.25,-0.134408301,0.73,0.04,0.6,0.17,17.04545723,1
0.1,-0.147111806,0.81,0.06,0.16,0.04,16.32895105,1
0.42,-0.139063291,0.71,0.09,0.25,0.12,17.50573411,1
0.45,-0.146827532,1.18,0.02,0.39,-0.48,16.12374109,1
0.06,-0.15652839,1.33,0.54,0.17,-0.92,16.16316634,1
0.02,-0.145566065,0.64,0.23,0.41,0.17,16.64598173,1
0.43,-0.1581452,0.9,0.25,-0.26,-0.31,17.64921964,1
0.38,-0.148657547,0.8,0.01,0.22,-0.13,15.96884757,1
0.12,-0.147786957,0.73,0.15,0.22,0.07,17.97928642,1
0.24,-0.153436908,1.03,0.08,-0.05,-0.25,16.52164987,1
0.31,-0.142314678,0.75,0.01,0.31,0.15,17.39223676,1
0.17,-0.148728615,0.6,0.12,0.14,0.12,16.31203265,1
0.42,-0.143682748,0.69,0.21,0.26,0.04,16.79013211,1
0.03,-0.146632093,0.85,0.05,0.27,-0.03,16.33584637,1
0.09,-0.139827278,0.81,0.1,0.29,0.1,17.40531302,1
0.06,-0.145388393,0.75,0.09,0.42,0.15,17.32624146,1
0.09,-0.146791997,0.77,0.14,0.21,0.08,16.30862328,1
0.87,-0.196699893,0.54,0.09,0.12,-0.56,15.90493634,1
0.35,-0.151020577,0.97,0,0.01,-0.18,16.02591029,1
0.01,-0.14000495,0.8,0.02,0.32,0.02,16.34164856,1
0.09,-0.150736302,1.11,0.01,0.21,-0.25,16.51851043,1
0.02,-0.155871006,1.11,0.17,0.11,-0.35,16.25797811,1
0.09,-0.14465994,0.29,0.4,0.19,0.46,17.20201908,1
0.41,-0.144322365,0.7,0.04,0.36,-0.07,16.04616905,1
0.08,-0.14677423,0.77,0.03,0.32,0.09,16.16314311,1
0.25,-0.156244116,0.82,0.03,-0.25,-0.1,16.86637636,1
0.1,-0.146756463,0.86,0.02,0.28,0.05,16.75031836,1
0.33,-0.147911327,0.83,0.23,0.78,0.05,16.29950337,1
0.16,-0.137233276,0.55,0.06,0.67,0.07,16.17383495,1
0.04,-0.139614073,0.48,0.09,0.29,0.23,16.68424547,1
0.08,-0.162267176,0.5,0.04,-0.16,-0.13,16.60687565,1
0.11,-0.152353112,1.06,0.27,0.42,-0.46,15.95280536,1
0.21,-0.147182874,0.7,0.04,0.48,-0.22,18.28957269,1
0.11,-0.150345425,0.93,0.07,0.09,-0.13,16.13866279,1
0.11,-0.13211634,0.4,0.4,0.68,0.13,16.33214986,1
0.34,-0.144535571,0.45,0.06,0.19,0.17,16.78764769,1
0.17,-0.142598952,0.7,0.29,0.49,0.1,17.69036983,1
0.43,-0.136860166,0.52,0.19,0.22,0.16,17.07613778,1
0.13,-0.151589125,0.85,0.06,0.1,0,16.15394569,1
0.1,-0.14099991,0.7,0.06,0.38,0.02,16.51724741,1
0.04,-0.150114452,0.91,0,0.19,0.02,16.10477442,1
0.13,-0.154840512,1.08,0.12,0.23,-0.22,16.0648436,1
0.52,-0.144464502,0.69,0.12,0.44,-0.06,17.43681221,1
0.06,-0.143487309,0.81,0.06,0.18,0.08,16.77356568,1
0.2,-0.143967022,0.58,0.05,0.27,0.16,17.86456816,1
0.07,-0.141017677,0.88,0.04,0.73,-0.07,16.29682861,1
0.09,-0.148977355,0.88,0,0.28,0.01,16.33324969,1
0.17,-0.157363445,1.21,0.02,0.67,-0.23,16.74848454,1
0.51,-0.153134866,1.24,0.04,0.19,-0.39,16.82107642,1
0.09,-0.140040484,0.73,0.25,0.39,0.24,16.58169739,1
0.14,-0.145761503,0.68,0.13,0.27,0.18,17.01064899,1
0.15,-0.138921154,0.72,0.04,0.48,0.1,16.57735281,1
0.42,-0.146258983,0.55,0.07,0.31,0,16.51379887,1
0.11,-0.150434261,0.97,0.39,0.08,-0.33,16.48809909,1
0.12,-0.143700515,0.67,0.1,0.34,0.23,16.23772835,1
0.28,-0.151837865,0.54,0.59,0.17,0.07,17.84471562,1
0.31,-0.141906034,0.76,0.02,0.62,0.05,16.27313165,1
0.28,-0.154893813,0.88,0.13,0.01,-0.08,17.34143346,1
0.02,-0.145725969,0.87,0.02,0.23,0.01,16.19120391,1
0.12,-0.13714444,0.74,0.03,0.34,0.18,17.1778861,1
0.08,-0.140662334,0.81,0.07,0.24,0.1,17.13096863,1
0.3,-0.146383353,0.85,0.03,0.19,0.03,15.96526307,1
0.05,-0.150221055,0.93,0.06,0.13,-0.19,16.03557248,1
0.21,-0.148106766,1.02,0.12,0.19,-0.11,16.51587644,1
0.42,-0.145672667,0.82,0.14,0.85,-0.04,16.22962683,1
0.03,-0.143807118,0.8,0.3,0.31,0.09,16.41900503,1
0.06,-0.142492349,0.62,0.17,0.88,0.27,16.38843602,1
0.21,-0.144873146,0.79,0.19,0.14,0.09,16.3801858,1
0.12,-0.144695475,0.72,0.16,0.38,0.22,16.36125851,1
0.27,-0.133964122,0.82,0.14,0.23,0.1,17.27838108,1
0.17,-0.144997516,0.77,0.17,0.62,0.06,15.94475306,1
0.13,-0.15379225,0.91,0.07,0.48,-0.43,16.44540439,1
0.08,-0.14503305,0.85,0.04,0.27,0.06,16.36982829,1
0.07,-0.154023223,1.03,0.03,0.08,-0.11,16.80835211,1
0.15,-0.146969669,0.75,0.18,0.34,0.09,16.07088412,1
0.23,-0.146703162,0.28,0.28,0.25,0.06,17.72353126,1
0.04,-0.151518056,0.9,0,0.2,-0.17,16.26313529,1
0.04,-0.14590364,0.71,0.03,0.13,0.17,16.33487741,1
0.07,-0.153152633,0.83,0.02,0.11,-0.1,16.30258095,1
0.07,-0.144873146,1.01,0.08,0.4,-0.15,16.01894382,1
0.03,-0.146951902,0.79,0.03,0.32,0.06,16.22603645,1
0.21,-0.13801503,0.79,0.03,0.45,-0.17,16.30470276,1
0.25,-0.143256336,0.75,0.08,0.12,0.07,16.43676914,1
0.27,-0.143434008,0.77,0.1,0.41,0.07,16.04625405,1
0.13,-0.152459715,0.92,0.09,-0.01,-0.1,15.95296744,1
0.18,-0.150309891,0.79,0.24,0.14,-0.38,19.42844923,1
0.18,-0.147627053,0.96,0.01,0.33,-0.06,16.62660622,1
0,-0.166122645,1.1,0.11,0.93,-0.65,16.6836467,1
0.04,-0.148710848,0.44,0.1,0.83,-0.04,15.90468508,1
0.03,-0.152139906,0.92,0.19,0.24,-0.02,16.02178792,1
0.43,-0.141923801,0.41,0.06,0.12,0.55,16.7062287,1
0.3,-0.149705808,0.94,0.03,0.56,-0.13,17.6979302,1
0,-0.147431614,0.98,0.42,0.46,-0.27,16.03690425,1
0.52,-0.156723828,0.98,0.07,-0.14,-0.6,16.44229495,1
0.16,-0.152974962,0.92,0.02,0.04,-0.12,17.38602463,1
0.03,-0.179252562,1.32,0.05,0.03,-0.86,16.03749008,1
0.19,-0.142723322,0.74,0.11,0.29,0.14,16.49893276,1
0.05,-0.146667627,0.92,0.07,0.16,-0.01,17.96175921,1
0.14,-0.146063545,0.85,0.01,0.15,-0.02,16.5294413,1
0.43,-0.162480382,0.81,0.3,0.04,-0.15,16.91990623,1
0.13,-0.148977355,0.88,0.17,0.3,-0.19,16.09149887,1
0.15,-0.149705808,0.97,0.16,0.2,-0.29,17.73329655,1
0.1,-0.148000163,0.6,0.04,-0.23,-0.02,18.41886008,1
0.17,-0.146170147,0.5,0.09,0.77,0.15,16.92054386,1
0.12,-0.189362064,1.36,0,-0.7,-0.46,16.17954139,1
1.55,-0.151766796,1.22,0.1,0.07,-0.3,16.89897148,1
0.19,-0.151411454,1.01,0.02,0.05,-0.43,16.14616013,1
0.23,-0.149190561,0.89,0,0.94,-0.16,16.23324429,1
0.23,-0.142030404,0.67,0.05,0.31,0.07,16.78653422,1
0.7,-0.148337738,0.97,0.01,0.02,-0.19,16.57642964,1
0.25,-0.135882973,0.71,0.1,0.54,0.05,16.95989725,1
0.37,-0.151287084,0.87,0.06,0.28,-0.12,16.23876093,1
0.02,-0.176889532,1.5,0.57,0.75,-1.05,17.51211574,1
0.08,-0.144642173,0.72,0.13,0.57,0.11,16.82496604,1
0.52,-0.154112059,1.32,0.05,0.69,-0.42,16.11614695,1
0.25,-0.147431614,0.75,0.33,0.27,0.03,16.32691064,1
0.05,-0.168059264,1.1,0.02,0.02,-0.13,16.65910757,1
0.15,-0.141106513,0.66,0.28,0.34,-0.08,15.91876201,1
0.19,-0.14876415,0.87,0.25,0.1,0.05,17.0248297,1
0.29,-0.149972315,0.98,0.19,0.22,-0.04,16.10758551,1
0.28,-0.145015283,0.74,0.31,0.15,0.09,16.59536011,1
0.16,-0.14677423,0.75,0.07,0.24,0.16,16.06398238,1
0.23,-0.14752045,0.72,0,0.23,0.03,16.60033166,1
0.13,-0.152743989,0.82,0.01,0.1,-0.19,16.20808461,1
0.76,-0.149581438,0.59,0.01,0.17,0.24,17.13600947,1
0.13,-0.149528137,0.87,0.15,-0.51,-0.12,16.60128762,1
0.08,-0.144055858,0.75,0.09,0.44,0.03,16.62655871,1
0.12,-0.148177834,0.96,0.01,0.32,-0.15,16.2984441,1
0.28,-0.146827532,0.61,0.22,0.17,0.07,16.34741505,1
0.08,-0.145352859,0.78,0.2,0.33,0.04,15.9761864,1
0.09,-0.14540616,0.81,0.15,0.37,-0.04,16.0041449,1
0.01,-0.150363192,1.2,0.11,1.77,-0.64,16.84198137,1
0.71,-0.148106766,0.79,0.02,0.28,0.05,16.32288369,1
0.15,-0.146330052,0.94,0.02,0.25,-0.09,15.97703369,1
0.34,-0.145264023,0.8,0,0.24,0.04,16.36506314,1
0.17,-0.146383353,0.79,0.3,0.65,0.16,16.71268474,1
0.57,-0.140271457,0.76,0.05,0.31,0.08,17.45472395,1
0.36,-0.144606639,0.81,0,0.33,0.04,15.97342924,1
0.02,-0.149474835,0.93,0.11,0.27,-0.06,17.0082251,1
0.33,-0.140306991,0.48,0.09,0.27,0.23,16.151587,1
0.14,-0.146045777,0.86,0.02,0.35,0.05,16.30606788,1
0.05,-0.145566065,0.8,0.34,0.12,0.05,16.76090298,1
0.17,-0.144215762,0.92,0.01,0.68,0.05,16.22810831,1
0.26,-0.144269063,0.84,0.02,0.41,-0.05,15.92144833,1
0.03,-0.156350718,1.05,0.13,0.48,-0.21,16.14461693,1
0.18,-0.169622772,1.22,0.14,-0.5,-0.51,18.25698737,1
0.25,-0.148124533,0.83,0.12,0.28,0.11,16.61917877,1
0.2,-0.150043384,1.07,0.03,-0.09,-0.13,15.9551052,1
0.11,-0.143043131,0.77,0,0.76,0.04,17.79866718,1
0.09,-0.146703162,0.71,0.01,0.46,-0.01,16.39147168,1
0.33,-0.142989829,0.78,0.04,0.32,0.06,16.02122764,1
0.1,-0.151589125,0.94,0.01,0.35,-0.05,16.3703074,1
0.03,-0.146312284,0.86,0.17,0.22,0.09,16.44944881,1
0.36,-0.143469542,0.77,0.01,0.34,0.08,16.89620277,1
0.09,-0.138743483,0.8,0.12,0.75,0.04,16.51524212,1
0.17,-0.151411454,0.9,0,0.06,-0.02,16.08741199,1
0.3,-0.159459968,0.87,0.02,0.42,-0.07,16.48729407,1
0.21,-0.146134613,0.83,0.01,0.44,0.05,16.19954116,1
0.28,-0.140840005,0.77,0.13,0.2,0.05,16.79757034,1
0.06,-0.189219927,1.51,0.23,0.08,-0.69,17.45793698,1
0.05,-0.142261377,0.88,0.74,0.06,0.05,16.89660639,1
0.13,-0.153117099,0.75,0.53,0.48,0,16.10415148,1
0.03,-0.148533177,0.88,0.07,0.26,0.02,16.10488872,1
0.24,-0.14137302,0.83,0.07,0.48,0.02,16.07027243,1
0.14,-0.135492096,0.99,0.01,1.23,-0.14,16.10246716,1
0.21,-0.160223955,1.01,0,-0.37,-0.24,16.18887214,1
0.32,-0.148622013,0.83,0.03,0.33,0,16.23170805,1
0.21,-0.148604246,0.84,0.11,0.38,-0.36,17.41218102,1
0.13,-0.125578032,0.93,0.02,0.2,0.02,15.99173982,1
0.06,-0.174721941,0.91,0.15,0.25,-0.47,17.42031724,1
0.08,-0.146863066,0.77,0.01,0.58,0.02,16.47895606,1
0.55,-0.144411201,0.99,0,0.3,-0.06,16.76497892,1
0.18,-0.147804724,0.87,0.01,0.25,0.01,16.8493357,1
0.2,-0.149599205,0.78,0.22,0.17,0.09,16.48040577,1
0.33,-0.14490868,0.81,0.18,0.2,-0.02,16.62884833,1
0.04,-0.157292377,1.05,0.17,-0.15,-0.55,15.94543773,1
0.06,-0.148213368,0.9,0.07,0,-0.05,16.58791401,1
0.15,-0.135705302,0.45,0.34,0.22,-0.04,19.48747062,1
0.23,-0.147698121,0.8,0.11,0.22,0.03,15.93645386,1
0.43,-0.14801793,0.83,0.01,0.2,-0.41,15.92717337,1
0.61,-0.19970254,0.35,0.05,0.35,-0.13,16.07712229,1
0.09,-0.149421534,0.88,0.3,0.7,0,16.09372919,1
0.23,-0.150416494,0.66,0.06,0.26,-0.12,19.37349815,1
0.13,-0.139809511,0.81,0.13,0.45,0.07,16.56998521,1
0.14,-0.153134866,0.76,0.05,0.02,-0.2,17.34732325,1
0.03,-0.170599965,0.99,0.23,-0.11,-1.68,16.0244352,1
0.19,-0.153756716,0.81,0.14,-0.01,-0.12,16.67562412,1
0.3,-0.145921407,0.73,0,0.3,0.14,15.95365547,1
0.41,-0.149297164,0.74,0.07,0.18,0.13,15.98570726,1
0.23,-0.148319971,0.87,0.04,0.33,0.03,16.27925315,1
0.09,-0.150825138,0.83,0.01,0.2,0,16.00228809,1
0.3,-0.146543257,0.71,0.07,0.22,0.18,15.97399431,1
0.03,-0.144357899,0.8,0.1,0.67,0.05,16.93745892,1
0.53,-0.147982396,0.98,0.11,0.22,-0.09,16.09808119,1
0.22,-0.144286831,0.82,0.06,0.24,-0.14,16.56447728,1
0.07,-0.147929094,1.08,0.01,0.51,-0.17,16.10333495,1
0.07,-0.145175188,0.88,0.01,1.13,0.01,16.0289481,1
0.5,-0.144837612,0.81,0.03,0.27,0.03,16.00735547,1
0.44,-0.14124865,0.6,0.02,0.43,0.19,17.13512829,1
0.16,-0.150061151,0.64,0.37,0.09,0,16.89353482,1
0.06,-0.152672921,0.95,0.15,-0.4,-0.19,19.4455029,1
0.13,-0.148319971,0.83,0,0.22,0.08,15.9103332,1
0.06,-0.146632093,0.99,0.14,0.38,-0.1,16.49771898,1
0.91,-0.14664986,0.78,0,0.33,0.15,16.65132111,1
0.2,-0.157541117,1.1,0.07,0.04,-0.22,16.51990575,1
0.11,-0.146791997,0.79,0.05,0.25,0.05,16.57612993,1
0.18,-0.143540611,0.59,0.14,0.27,0.08,17.32831497,1
0.27,-0.14553053,0.88,0,0.31,0.03,16.86260825,1
0.08,-0.150718535,0.82,0.06,0.23,0.06,17.63886194,1
0.67,-0.152797291,0.99,0,0,-0.15,16.54910205,1
0.02,-0.146703162,0.7,0.01,0.33,0.24,17.57586757,1
0.43,-0.151091645,0.76,0.04,0.17,-0.03,16.9439492,1
0.37,-0.14963474,0.99,0.01,0.17,-0.21,17.44649503,1
0.17,-0.160632599,0.89,0.02,0.11,-0.02,17.53554681,1
0.14,-0.145992476,1.03,0.08,0.47,-0.3,16.50269041,1
